student_id,gender,age,attendance,homework_completion,test_scores,participation,study_hours_per_week,parental_education,internet_access,school_support,extra_classes,travel_time_to_school,health_status,number_of_absences,performance
14035,Male,15,86,56,58,84,12,bachelor,yes,no,no,56,1,13,0
14036,Male,17,88,73,58,61,4,high_school,yes,yes,no,41,1,6,0
14037,Female,17,71,66,82,96,15,master,yes,yes,no,33,1,14,1
14038,Female,16,83,53,98,97,18,bachelor,yes,no,no,25,4,1,1
14039,Male,16,94,71,70,55,6,bachelor,yes,no,no,17,1,20,0
14040,Female,14,79,71,93,61,4,bachelor,yes,no,no,23,2,11,1
14041,Male,14,70,85,58,88,10,master,no,no,no,49,4,9,0
14042,Female,17,59,57,96,82,15,high_school,yes,no,yes,60,1,12,0
14043,Female,17,84,100,78,54,3,bachelor,yes,yes,no,57,5,8,1
14044,Male,15,65,84,67,60,19,master,yes,no,no,27,3,9,0
14045,Male,16,58,84,58,67,12,master,yes,no,no,59,5,15,0
14046,Female,17,50,76,94,89,6,bachelor,yes,no,yes,33,3,11,0
14047,Female,14,85,72,62,79,17,high_school,yes,no,yes,55,3,4,0
14048,Female,17,60,56,84,60,17,master,no,no,no,47,3,7,0
14049,Female,18,96,52,79,73,6,high_school,yes,yes,yes,7,5,0,1
14050,Male,17,94,63,61,76,13,master,yes,yes,yes,28,3,20,0
14051,Female,17,97,58,57,86,15,high_school,no,yes,yes,11,1,15,0
14052,Female,16,56,92,77,51,2,high_school,yes,no,no,42,3,0,0
14053,Male,17,65,95,81,66,18,master,yes,yes,no,8,3,7,1
14054,Male,17,72,64,62,63,14,high_school,yes,no,no,41,5,12,0
14055,Female,17,99,87,78,86,3,high_school,no,no,yes,24,3,2,1
14056,Female,17,51,67,79,91,7,high_school,no,no,no,56,2,13,0
14057,Male,15,69,65,55,66,6,master,yes,yes,yes,26,2,9,0
14058,Female,15,90,71,77,64,11,bachelor,yes,yes,yes,33,2,1,1
14059,Male,15,75,94,60,74,19,bachelor,yes,no,no,24,1,16,0
14060,Male,17,79,67,81,89,13,high_school,yes,no,yes,8,3,2,1
14061,Male,17,87,55,89,66,10,high_school,yes,yes,no,60,5,18,1
14062,Male,16,91,84,71,73,10,bachelor,yes,yes,yes,6,4,8,1
14063,Male,18,66,55,92,54,7,master,yes,no,yes,11,4,20,0
14064,Female,15,81,67,82,63,6,master,yes,yes,no,15,4,2,0
14065,Female,16,85,93,93,80,10,high_school,yes,yes,yes,48,3,10,1
14066,Female,18,76,92,51,71,9,bachelor,yes,no,yes,15,5,12,0
14067,Male,17,67,74,82,59,19,bachelor,yes,no,yes,53,1,0,0
14068,Female,14,64,78,51,60,2,high_school,yes,no,yes,56,1,18,0
14069,Male,15,97,69,90,80,4,master,yes,no,no,33,5,14,1
14070,Female,17,83,77,69,99,9,high_school,no,yes,no,24,1,2,1
14071,Male,14,92,73,74,89,12,bachelor,yes,no,no,15,4,12,1
14072,Female,14,74,66,61,100,20,bachelor,yes,no,yes,15,2,16,0
14073,Male,17,94,65,69,98,5,bachelor,yes,yes,no,45,3,3,1
14074,Female,14,97,56,95,63,7,master,no,no,no,28,2,5,1
14075,Male,16,89,50,66,75,19,bachelor,yes,no,no,26,2,5,0
14076,Female,17,70,87,82,79,10,bachelor,yes,yes,no,59,1,0,1
14077,Male,15,92,78,80,52,18,master,yes,yes,no,42,3,4,1
14078,Female,17,53,57,91,84,13,high_school,yes,yes,no,53,5,7,0
14079,Female,16,67,82,53,67,14,bachelor,yes,yes,yes,28,3,8,0
14080,Male,18,75,98,96,51,6,high_school,no,no,no,33,2,6,1
14081,Male,15,94,59,97,90,8,high_school,yes,no,no,51,3,6,1
14082,Female,16,85,58,68,51,7,bachelor,yes,no,no,26,3,5,0
14083,Female,14,63,50,74,55,18,high_school,yes,no,no,31,1,1,0
14084,Male,18,72,51,65,53,2,bachelor,yes,no,no,59,5,16,0
14085,Female,15,71,95,69,88,15,high_school,yes,yes,no,54,5,11,1
14086,Male,15,93,55,78,82,1,master,yes,no,no,51,3,15,1
14087,Male,18,100,73,68,76,13,high_school,yes,yes,no,25,4,0,1
14088,Female,16,93,85,76,64,16,bachelor,yes,no,no,19,3,14,1
14089,Female,15,60,90,82,90,12,high_school,yes,yes,no,6,3,20,1
14090,Female,15,64,70,72,70,18,master,no,yes,no,18,5,11,0
14091,Female,15,95,96,54,51,6,master,yes,no,no,48,2,3,0
14092,Female,14,82,63,92,61,11,bachelor,no,no,yes,10,4,20,1
14093,Female,17,59,89,76,100,7,master,yes,yes,no,50,4,0,0
14094,Male,16,57,54,57,89,7,master,yes,no,no,23,4,19,0
14095,Male,17,99,61,99,52,10,high_school,yes,yes,no,43,3,18,1
14096,Female,18,53,80,91,87,1,high_school,no,yes,no,10,4,14,0
14097,Female,18,100,95,83,56,8,high_school,no,yes,yes,14,5,20,1
14098,Female,17,50,90,91,51,20,master,yes,yes,yes,33,3,4,0
14099,Female,15,56,84,79,65,15,bachelor,yes,yes,no,44,4,4,0
14100,Male,16,78,86,58,76,16,bachelor,yes,no,no,50,2,6,0
14101,Female,15,89,52,60,78,18,master,yes,no,no,51,2,2,0
14102,Female,14,72,55,60,92,19,bachelor,yes,yes,no,31,3,2,0
14103,Female,18,89,70,92,60,13,bachelor,no,yes,no,7,2,18,1
14104,Male,17,95,92,76,70,10,bachelor,yes,no,yes,7,5,17,1
14105,Female,16,94,73,95,63,7,master,yes,no,no,48,1,3,1
14106,Female,16,59,97,86,76,16,master,no,no,no,5,5,12,1
14107,Male,18,52,66,68,86,5,master,yes,yes,no,51,2,11,0
14108,Female,16,82,70,52,53,19,bachelor,yes,no,no,36,4,2,0
14109,Female,15,52,88,75,73,1,high_school,yes,yes,yes,55,2,1,0
14110,Male,17,61,66,70,70,3,bachelor,yes,no,no,48,4,11,0
14111,Male,15,79,81,71,87,14,bachelor,no,no,yes,38,3,14,1
14112,Male,15,75,89,62,79,19,bachelor,yes,no,yes,46,1,17,0
14113,Male,16,80,61,64,94,6,bachelor,yes,yes,no,44,3,15,0
14114,Male,15,73,66,67,91,17,bachelor,yes,yes,no,20,5,1,0
14115,Male,17,85,92,76,88,17,bachelor,no,yes,yes,29,3,5,1
14116,Female,15,70,53,74,79,1,bachelor,yes,yes,no,43,2,20,0
14117,Male,14,73,54,91,88,13,master,yes,no,no,34,4,6,1
14118,Female,14,76,84,54,91,5,bachelor,yes,no,yes,28,5,4,0
14119,Female,17,79,69,75,58,12,bachelor,yes,no,yes,52,1,11,0
14120,Female,17,77,56,53,77,3,bachelor,yes,yes,no,37,1,1,0
14121,Male,15,83,62,78,84,13,high_school,yes,no,yes,14,4,2,1
14122,Female,17,78,55,52,78,2,high_school,no,no,yes,59,2,18,0
14123,Male,15,98,98,68,73,4,master,yes,no,no,47,1,9,1
14124,Male,14,93,59,59,87,17,bachelor,yes,no,no,30,2,18,0
14125,Male,15,53,99,76,70,4,high_school,yes,no,no,42,4,1,0
14126,Male,15,73,62,62,74,5,high_school,yes,no,no,43,5,11,0
14127,Male,14,95,82,73,59,9,high_school,yes,yes,no,14,4,11,1
14128,Male,17,81,100,78,94,18,master,yes,yes,yes,31,2,2,1
14129,Female,15,88,50,84,76,14,bachelor,yes,yes,no,8,3,5,1
14130,Male,17,58,60,71,96,9,bachelor,yes,no,yes,33,3,9,0
14131,Male,15,80,71,95,53,2,bachelor,yes,no,no,9,3,5,1
14132,Male,16,64,95,57,69,12,bachelor,yes,no,no,8,5,5,0
14133,Female,16,88,85,64,50,9,bachelor,yes,no,no,27,4,7,0
14134,Female,17,88,67,82,90,7,bachelor,yes,no,no,18,2,0,1
14135,Female,18,64,86,54,63,14,master,yes,no,no,50,5,10,0
14136,Male,16,54,85,64,56,5,high_school,yes,no,no,34,3,4,0
14137,Male,17,69,95,54,85,16,bachelor,no,yes,yes,43,3,3,0
14138,Female,17,71,87,84,50,3,bachelor,yes,no,no,28,2,8,0
14139,Male,16,67,65,81,50,20,high_school,yes,yes,no,52,4,5,0
14140,Male,17,70,90,62,61,13,master,yes,no,no,22,3,18,0
14141,Female,16,55,97,56,56,19,high_school,yes,no,no,20,1,18,0
14142,Male,18,97,68,96,84,15,bachelor,yes,no,no,29,4,15,1
14143,Female,17,86,68,91,62,15,master,yes,yes,no,16,1,14,1
14144,Male,17,53,64,66,76,11,high_school,yes,yes,no,59,4,20,0
14145,Male,15,56,62,62,69,2,bachelor,no,yes,yes,14,2,19,0
14146,Female,18,100,76,83,85,16,high_school,yes,no,no,25,1,14,1
14147,Female,18,82,54,76,50,12,master,no,yes,no,34,4,18,0
14148,Female,15,75,66,60,94,9,high_school,no,yes,no,53,1,4,0
14149,Male,16,87,84,81,57,12,master,no,yes,no,31,4,1,1
14150,Male,17,74,80,91,96,13,bachelor,yes,no,yes,60,3,17,1
14151,Female,18,82,80,74,97,8,bachelor,yes,yes,yes,27,3,19,1
14152,Male,15,72,83,79,96,10,master,no,yes,no,5,4,14,1
14153,Male,14,74,71,65,79,18,high_school,no,no,no,28,5,20,0
14154,Male,18,72,91,76,61,10,bachelor,yes,no,no,38,1,15,0
14155,Male,18,67,76,56,85,10,master,yes,yes,no,14,1,10,0
14156,Female,14,79,52,78,63,13,bachelor,yes,no,yes,23,1,9,0
14157,Male,17,89,98,87,56,14,high_school,yes,no,no,34,4,17,1
14158,Male,14,53,98,67,100,4,high_school,yes,yes,no,36,4,5,0
14159,Female,14,96,69,82,79,5,high_school,no,no,yes,20,5,5,1
14160,Female,18,91,59,54,57,1,bachelor,yes,no,no,41,1,6,0
14161,Female,18,73,63,72,58,8,high_school,no,yes,no,12,3,19,0
14162,Male,17,98,87,51,58,14,bachelor,yes,no,no,5,1,10,0
14163,Male,18,75,76,87,78,1,high_school,yes,no,no,32,3,15,1
14164,Female,15,99,78,60,90,6,bachelor,yes,no,no,38,3,7,1
14165,Female,14,88,83,96,73,18,master,yes,yes,yes,8,2,4,1
14166,Male,18,76,65,94,76,9,high_school,no,no,no,9,3,7,1
14167,Male,15,84,55,92,72,14,high_school,yes,no,yes,30,3,6,1
14168,Male,15,64,87,69,78,6,high_school,yes,yes,yes,52,1,18,0
14169,Male,15,54,97,88,68,5,high_school,yes,no,no,24,3,17,0
14170,Female,17,76,78,56,99,3,high_school,yes,no,yes,9,5,15,0
14171,Female,17,88,76,94,82,15,bachelor,yes,no,no,25,4,16,1
14172,Male,17,86,98,64,69,19,high_school,yes,yes,no,5,4,2,1
14173,Female,14,93,54,58,50,11,high_school,no,no,no,34,4,13,0
14174,Male,16,76,60,66,80,18,bachelor,yes,no,no,23,2,5,0
14175,Female,18,64,56,86,86,7,high_school,yes,no,no,26,4,7,0
14176,Female,14,67,77,67,80,17,master,yes,no,no,27,3,14,0
14177,Male,17,80,55,61,72,7,bachelor,yes,no,yes,44,4,2,0
14178,Female,16,91,77,64,62,19,master,yes,no,yes,44,2,4,0
14179,Female,18,88,54,100,66,19,bachelor,yes,yes,no,8,2,6,1
14180,Male,16,79,75,60,88,3,bachelor,no,no,yes,56,1,10,0
14181,Male,18,96,76,98,92,12,high_school,yes,yes,no,17,2,10,1
14182,Female,16,90,92,85,51,4,bachelor,yes,no,no,18,5,16,1
14183,Female,16,61,78,55,93,15,master,yes,no,no,27,3,9,0
14184,Female,15,93,61,81,75,7,master,yes,yes,no,36,1,17,1
14185,Female,16,69,80,54,81,20,high_school,yes,yes,no,51,2,18,0
14186,Male,14,56,71,99,83,19,bachelor,yes,no,yes,60,2,14,1
14187,Male,15,75,81,91,76,12,bachelor,yes,no,yes,44,2,16,1
14188,Female,16,57,82,84,96,17,high_school,yes,no,no,30,1,6,0
14189,Male,14,84,75,99,54,20,master,yes,yes,no,58,4,2,1
14190,Male,15,74,73,79,69,3,bachelor,yes,yes,no,36,3,7,0
14191,Male,16,99,96,72,95,16,high_school,yes,yes,no,39,5,14,1
14192,Female,16,57,83,74,98,12,master,yes,no,no,23,3,17,0
14193,Female,18,95,61,64,72,8,bachelor,yes,no,no,6,4,4,0
14194,Male,15,59,76,91,53,4,bachelor,yes,yes,no,12,1,14,0
14195,Male,15,89,69,76,56,20,bachelor,yes,yes,no,53,3,1,1
14196,Male,18,93,100,54,76,12,bachelor,yes,no,no,21,5,1,1
14197,Female,17,55,81,81,58,10,high_school,yes,no,yes,33,3,1,0
14198,Female,18,80,90,66,76,9,high_school,yes,yes,yes,12,5,4,1
14199,Male,15,55,65,50,58,7,bachelor,yes,yes,no,47,5,18,0
14200,Male,18,95,95,60,53,10,bachelor,no,yes,no,38,1,3,1
14201,Female,17,59,82,95,67,12,high_school,no,yes,no,55,4,4,1
14202,Male,17,62,67,78,93,16,master,yes,no,no,59,4,6,0
14203,Male,14,59,86,76,70,4,high_school,yes,no,no,47,3,6,0
14204,Female,18,94,72,99,74,9,high_school,yes,no,no,49,5,4,1
14205,Male,15,61,50,67,70,17,bachelor,yes,no,yes,46,4,8,0
14206,Male,17,89,77,64,62,17,bachelor,yes,yes,yes,13,5,10,0
14207,Male,17,74,56,69,84,10,high_school,yes,no,no,39,1,13,0
14208,Female,18,54,89,93,87,2,bachelor,yes,yes,no,28,4,4,1
14209,Male,16,62,89,70,86,6,high_school,yes,no,no,35,1,15,0
14210,Female,16,56,87,80,93,4,high_school,yes,no,no,50,3,11,0
14211,Male,15,92,94,92,58,16,high_school,yes,yes,no,9,3,11,1
14212,Female,16,78,65,68,98,11,high_school,no,no,no,57,3,17,0
14213,Male,16,90,62,79,75,6,bachelor,no,no,no,7,4,8,1
14214,Female,14,64,50,99,96,8,master,yes,yes,no,35,3,16,0
14215,Male,16,80,76,63,100,5,bachelor,yes,no,no,34,2,14,0
14216,Female,16,80,65,94,76,7,master,yes,yes,no,33,1,18,1
14217,Male,14,88,93,94,78,13,master,yes,yes,no,50,2,5,1
14218,Female,14,64,69,97,51,3,bachelor,yes,no,yes,59,4,20,0
14219,Male,18,88,92,62,89,9,high_school,yes,yes,no,52,5,13,1
14220,Male,14,76,73,100,98,14,high_school,yes,no,no,49,3,2,1
14221,Male,14,100,96,70,81,8,bachelor,no,yes,yes,45,5,11,1
14222,Female,14,81,73,60,86,19,bachelor,no,yes,no,25,2,10,0
14223,Male,16,92,87,50,78,9,master,no,yes,no,11,3,9,0
14224,Female,18,82,64,54,69,6,high_school,yes,no,no,41,1,17,0
14225,Male,17,70,83,89,54,4,bachelor,yes,no,no,26,4,7,1
14226,Female,16,95,78,75,99,12,high_school,yes,yes,no,19,4,19,1
14227,Female,15,90,51,50,96,15,master,yes,no,yes,32,3,1,0
14228,Female,17,67,61,99,70,10,high_school,yes,yes,no,25,1,17,0
14229,Female,14,100,55,63,86,8,high_school,no,no,yes,44,2,8,0
14230,Male,17,95,66,83,95,12,high_school,yes,yes,no,59,1,15,1
14231,Male,15,88,51,94,57,12,high_school,yes,no,no,5,1,7,1
14232,Female,14,54,94,95,85,17,high_school,yes,no,yes,45,4,14,1
14233,Male,17,85,51,94,53,18,bachelor,yes,no,yes,28,3,9,1
14234,Male,15,95,51,99,50,13,bachelor,yes,yes,no,10,1,16,1
14235,Female,16,55,52,95,55,17,high_school,yes,no,no,39,1,18,0
14236,Female,15,86,96,84,72,8,bachelor,yes,no,no,11,2,9,1
14237,Male,15,59,68,72,80,1,master,yes,no,no,6,4,0,0
14238,Male,14,78,64,67,67,7,high_school,no,yes,no,18,5,17,0
14239,Female,17,68,54,90,99,13,master,yes,yes,yes,9,4,14,0
14240,Male,15,73,68,69,92,9,high_school,yes,no,no,57,4,15,0
14241,Female,16,83,74,89,70,5,master,yes,yes,no,15,3,8,1
14242,Male,16,86,90,50,75,10,bachelor,yes,yes,no,44,3,15,0
14243,Male,18,86,99,90,53,14,high_school,no,yes,no,34,4,6,1
14244,Female,16,71,96,79,88,20,high_school,yes,no,no,30,1,4,1
14245,Male,15,55,83,54,59,3,bachelor,yes,yes,no,17,2,2,0
14246,Male,17,99,96,77,86,11,high_school,no,yes,no,27,3,8,1
14247,Male,15,96,93,97,65,16,high_school,yes,no,yes,55,3,19,1
14248,Male,17,82,71,57,96,5,bachelor,no,no,yes,24,4,19,0
14249,Female,17,53,79,80,71,15,bachelor,yes,no,yes,42,5,10,0
14250,Female,16,58,73,59,87,11,master,yes,yes,yes,45,5,9,0
14251,Male,17,63,87,53,73,10,bachelor,no,yes,yes,58,3,15,0
14252,Female,15,74,56,96,100,18,bachelor,yes,yes,no,51,2,2,1
14253,Male,14,82,56,59,93,8,high_school,yes,no,yes,58,1,13,0
14254,Female,14,74,70,55,69,17,master,yes,yes,yes,24,2,7,0
14255,Female,18,97,93,78,66,18,bachelor,no,no,yes,44,2,10,1
14256,Female,18,61,64,75,52,3,high_school,no,yes,no,42,3,8,0
14257,Female,16,89,53,69,64,5,bachelor,yes,yes,no,43,4,0,0
14258,Male,18,81,92,85,83,17,bachelor,yes,yes,yes,29,4,1,1
14259,Female,14,87,78,87,67,3,bachelor,yes,no,no,19,5,9,1
14260,Female,17,65,90,70,77,10,bachelor,yes,no,yes,23,1,0,0
14261,Male,18,85,96,91,69,9,master,no,no,no,44,4,5,1
14262,Male,15,73,98,54,81,14,bachelor,yes,yes,no,21,3,3,0
14263,Male,14,83,70,71,50,18,high_school,yes,no,yes,11,2,11,0
14264,Male,17,90,58,80,51,18,master,yes,no,no,9,2,11,0
14265,Male,17,62,84,96,64,3,bachelor,yes,no,no,56,3,14,1
14266,Female,16,57,72,62,72,10,high_school,yes,no,yes,6,3,18,0
14267,Male,14,90,87,78,59,8,bachelor,no,no,no,51,4,16,1
14268,Female,17,57,62,73,95,18,high_school,no,no,yes,35,5,16,0
14269,Female,15,95,73,92,59,13,bachelor,yes,no,yes,24,3,17,1
14270,Female,16,55,69,84,68,3,bachelor,yes,yes,yes,16,1,4,0
14271,Male,14,59,70,98,90,13,high_school,no,yes,no,46,5,7,1
14272,Male,15,83,79,53,90,14,bachelor,yes,yes,yes,28,3,20,0
14273,Female,17,74,68,53,83,19,bachelor,yes,no,yes,57,2,20,0
14274,Male,16,91,60,58,84,5,bachelor,yes,no,no,27,1,0,0
14275,Female,17,54,78,75,100,6,master,yes,yes,no,7,5,12,0
14276,Female,14,84,72,52,94,2,high_school,yes,no,yes,7,4,15,0
14277,Male,18,93,58,97,53,20,high_school,yes,no,no,54,2,0,1
14278,Male,17,61,89,89,73,9,high_school,yes,no,no,50,4,4,1
14279,Male,17,70,51,70,91,9,master,yes,no,yes,43,2,11,0
14280,Male,16,59,94,90,97,17,bachelor,yes,no,yes,9,2,10,1
14281,Female,15,56,95,53,86,19,bachelor,yes,no,no,57,4,19,0
14282,Female,17,79,91,87,51,3,high_school,yes,yes,no,51,2,16,1
14283,Male,14,51,88,64,52,5,high_school,yes,no,no,58,4,17,0
14284,Male,16,89,87,86,76,5,bachelor,yes,no,no,21,5,8,1
14285,Female,17,91,80,82,92,6,bachelor,yes,no,yes,7,1,7,1
14286,Female,16,59,81,92,53,13,bachelor,yes,no,no,12,4,14,0
14287,Female,14,74,75,58,72,8,high_school,yes,yes,no,6,2,13,0
14288,Male,17,80,75,98,68,6,high_school,yes,no,yes,57,5,5,1
14289,Female,16,65,80,67,63,15,bachelor,yes,no,no,30,4,10,0
14290,Female,18,90,86,56,67,18,master,yes,yes,no,24,2,12,0
14291,Female,18,66,74,71,76,17,bachelor,yes,yes,no,30,5,13,0
14292,Male,17,54,86,53,78,13,master,yes,no,no,8,2,15,0
14293,Female,15,51,72,53,69,17,master,yes,yes,no,56,2,19,0
14294,Female,16,88,94,90,83,8,high_school,yes,no,no,50,2,0,1
14295,Male,18,90,90,81,51,16,master,yes,no,yes,40,5,16,1
14296,Female,16,51,53,93,83,1,bachelor,yes,yes,yes,27,2,13,0
14297,Male,17,61,76,68,77,3,master,yes,yes,yes,55,3,3,0
14298,Male,14,98,56,86,100,19,bachelor,yes,no,no,45,1,8,1
14299,Male,18,51,73,64,97,19,bachelor,no,yes,yes,37,4,18,0
14300,Female,17,96,54,50,92,9,high_school,yes,no,yes,43,2,16,0
14301,Female,16,51,68,77,84,8,bachelor,yes,no,yes,57,1,18,0
14302,Male,17,57,50,85,56,1,master,no,no,no,60,2,3,0
14303,Female,17,95,57,76,99,7,high_school,no,no,yes,39,1,20,1
14304,Female,17,96,89,80,54,17,bachelor,yes,no,yes,14,3,15,1
14305,Male,17,54,91,95,90,18,master,yes,no,no,24,3,20,1
14306,Female,14,90,52,65,85,15,high_school,yes,no,yes,38,4,16,0
14307,Female,16,69,65,100,98,4,bachelor,yes,yes,no,22,4,20,1
14308,Female,16,79,67,70,81,5,bachelor,yes,yes,no,45,3,14,0
14309,Female,14,63,70,83,75,18,high_school,yes,yes,no,49,4,20,0
14310,Female,17,73,91,80,68,11,bachelor,yes,no,yes,33,5,17,1
14311,Male,16,89,60,70,79,19,master,no,no,no,57,1,2,0
14312,Male,17,96,75,97,54,19,high_school,yes,no,yes,31,5,11,1
14313,Male,16,58,67,78,52,14,bachelor,yes,yes,yes,28,5,4,0
14314,Female,18,53,77,65,62,8,high_school,yes,no,no,60,5,15,0
14315,Female,17,74,51,79,89,3,high_school,yes,no,no,27,5,8,0
14316,Female,16,70,76,73,80,1,bachelor,yes,no,yes,5,2,1,0
14317,Male,16,53,68,78,90,3,high_school,yes,yes,yes,15,1,7,0
14318,Female,14,73,75,75,66,11,high_school,yes,no,no,43,5,8,0
14319,Male,18,99,79,77,94,5,high_school,yes,yes,no,12,4,3,1
14320,Female,14,55,100,61,56,13,high_school,yes,no,no,32,1,0,0
14321,Female,18,73,94,68,81,1,high_school,yes,no,no,36,1,19,0
14322,Male,18,68,79,99,77,5,high_school,no,yes,no,30,3,1,1
14323,Female,15,59,87,68,80,17,high_school,yes,no,no,55,5,16,0
14324,Male,15,60,69,62,73,11,bachelor,yes,no,no,24,3,9,0
14325,Male,17,84,70,55,56,20,master,yes,no,yes,9,1,9,0
14326,Male,16,98,77,60,56,11,bachelor,yes,yes,no,49,3,18,0
14327,Female,15,95,77,81,65,7,bachelor,yes,no,yes,5,5,1,1
14328,Female,14,72,99,69,67,18,bachelor,yes,no,yes,46,5,7,1
14329,Female,15,99,60,92,100,11,bachelor,no,no,no,14,3,0,1
14330,Female,17,52,93,81,97,16,high_school,yes,no,no,34,1,15,0
14331,Male,14,100,82,74,67,6,high_school,yes,yes,yes,42,4,2,1
14332,Female,16,55,63,67,65,13,master,yes,yes,no,5,1,12,0
14333,Female,18,58,55,55,79,5,high_school,yes,no,no,57,4,1,0
14334,Female,15,66,91,63,100,17,bachelor,no,no,no,58,3,6,0
14335,Female,14,95,72,85,63,20,bachelor,yes,no,yes,60,4,16,1
14336,Female,14,100,79,98,76,14,high_school,yes,yes,yes,35,5,13,1
14337,Male,15,97,70,77,64,19,master,no,yes,no,58,3,11,1
14338,Male,16,77,54,77,57,6,high_school,yes,no,yes,36,4,5,0
14339,Male,18,88,89,93,83,9,master,yes,yes,no,49,1,12,1
14340,Female,17,50,56,62,63,17,bachelor,yes,no,no,34,5,16,0
14341,Female,15,76,74,93,84,9,master,yes,yes,no,10,5,5,1
14342,Female,15,76,89,80,52,15,bachelor,no,no,no,58,3,2,1
14343,Male,16,89,78,72,91,10,high_school,yes,no,no,59,3,13,1
14344,Female,16,70,70,58,62,9,bachelor,yes,yes,no,57,4,13,0
14345,Female,18,87,94,94,73,6,high_school,yes,yes,no,50,3,12,1
14346,Male,17,97,87,90,66,20,master,yes,no,no,52,2,11,1
14347,Female,15,58,52,59,92,2,bachelor,yes,yes,no,12,4,10,0
14348,Female,15,88,80,63,88,1,high_school,yes,yes,no,33,4,0,1
14349,Male,16,51,84,81,85,14,bachelor,yes,yes,no,59,2,4,0
14350,Male,18,89,77,74,56,6,high_school,no,no,no,11,3,0,1
14351,Male,18,81,88,81,50,10,bachelor,yes,yes,yes,49,4,6,1
14352,Female,18,60,58,79,71,7,master,no,no,no,13,3,13,0
14353,Male,14,75,65,58,72,15,master,no,yes,no,23,2,15,0
14354,Male,14,84,100,62,95,7,high_school,yes,no,no,38,2,13,1
14355,Male,14,62,76,51,86,4,master,no,yes,no,34,3,13,0
14356,Male,16,89,72,90,97,3,high_school,no,no,no,46,1,8,1
14357,Female,14,61,50,65,79,8,master,yes,no,no,50,2,0,0
14358,Female,14,100,71,65,68,11,master,no,no,no,57,3,13,1
14359,Male,16,75,93,69,69,5,bachelor,yes,no,no,5,3,14,0
14360,Male,15,96,77,94,96,2,master,no,no,no,58,5,11,1
14361,Male,14,72,85,61,96,13,master,yes,no,yes,6,4,15,0
14362,Male,18,51,98,65,53,11,high_school,yes,no,no,17,1,0,0
14363,Female,14,70,67,92,81,14,high_school,no,yes,yes,38,4,10,1
14364,Female,15,53,94,87,56,20,bachelor,yes,no,no,39,4,20,0
14365,Female,17,84,82,100,70,13,high_school,yes,no,no,18,4,15,1
14366,Male,18,85,98,91,78,7,high_school,yes,no,yes,36,5,12,1
14367,Female,14,97,70,93,65,5,bachelor,yes,no,yes,28,3,0,1
14368,Female,15,92,96,84,80,15,master,yes,yes,no,15,1,1,1
14369,Male,17,79,65,97,50,16,bachelor,yes,no,no,10,1,10,1
14370,Male,14,66,100,83,95,8,master,yes,no,yes,29,2,5,1
14371,Male,14,86,54,67,71,14,bachelor,yes,no,no,16,4,11,0
14372,Male,17,76,96,64,66,3,high_school,yes,no,no,14,1,20,0
14373,Female,14,73,81,52,82,11,bachelor,yes,yes,no,49,4,20,0
14374,Male,15,82,81,69,52,4,bachelor,yes,no,no,21,2,16,0
14375,Male,16,53,78,66,71,2,master,yes,yes,no,46,4,12,0
14376,Female,16,89,78,69,54,2,bachelor,yes,no,no,16,4,1,0
14377,Male,16,61,74,62,66,12,high_school,yes,no,no,7,4,12,0
14378,Female,14,52,50,64,99,20,bachelor,no,yes,no,7,5,14,0
14379,Female,16,86,70,91,88,8,bachelor,yes,no,no,39,2,16,1
14380,Female,15,71,94,85,84,11,high_school,yes,no,no,31,2,17,1
14381,Male,16,53,66,55,91,11,master,yes,yes,no,9,2,17,0
14382,Male,14,74,59,90,65,10,bachelor,yes,no,no,14,4,20,0
14383,Female,14,65,75,98,91,6,master,yes,no,no,43,2,1,1
14384,Female,18,58,54,89,54,15,bachelor,yes,no,no,12,5,4,0
14385,Male,17,66,58,83,82,11,bachelor,yes,no,no,19,1,6,0
14386,Female,16,96,55,69,75,10,bachelor,no,yes,no,16,5,14,0
14387,Female,16,98,62,51,81,18,master,yes,yes,no,35,5,10,0
14388,Female,18,53,83,65,80,7,bachelor,yes,no,yes,12,2,14,0
14389,Male,18,68,59,58,78,20,master,yes,no,no,44,5,18,0
14390,Male,18,95,89,65,79,5,high_school,yes,yes,no,37,3,18,1
14391,Male,14,73,77,91,86,7,bachelor,yes,yes,yes,20,5,2,1
14392,Female,16,61,95,77,50,7,high_school,yes,yes,no,22,4,15,0
14393,Male,16,67,97,56,70,3,bachelor,yes,no,no,41,2,16,0
14394,Male,14,65,64,62,88,3,bachelor,yes,no,no,28,3,12,0
14395,Female,14,81,82,97,79,2,master,yes,no,no,22,3,20,1
14396,Male,14,79,67,54,54,8,high_school,yes,yes,no,13,5,17,0
14397,Female,17,99,71,69,64,7,high_school,yes,no,no,17,2,8,1
14398,Female,18,50,80,100,69,19,bachelor,yes,no,yes,58,5,12,0
14399,Female,15,78,80,60,72,16,bachelor,no,no,no,27,3,0,0
14400,Male,16,86,77,76,55,6,high_school,yes,yes,yes,41,1,12,1
14401,Male,14,82,74,63,89,9,master,yes,no,no,59,2,5,0
14402,Male,14,67,64,53,83,6,bachelor,yes,yes,no,21,4,14,0
14403,Male,18,51,70,61,91,17,high_school,yes,no,no,31,2,15,0
14404,Female,15,57,70,71,62,16,master,yes,no,yes,44,4,16,0
14405,Female,14,100,98,89,61,9,bachelor,yes,no,no,34,1,9,1
